0xffffff80086e1f7c: sub	sp, sp, #0xd0
0xffffff80086e38e4: ldr	x21, [sp, #0x30]
0xffffff80086e38e8: add	sp, sp, #0x60
0xffffff80086e38ec: ret	
0xffffff80086e38f0: bl	#0xffffff80080a3ba4
0xffffff80086e38f4: sub	sp, sp, #0x30
0xffffff80086e38f8: adrp	x8, #0xffffff80096d3000
0xffffff80086e38fc: ldr	x8, [x8, #0xa48]
0xffffff80086e3900: stp	x20, x19, [sp, #0x10]
0xffffff80086e3904: stp	x29, x30, [sp, #0x20]
0xffffff80086e3908: mov	x19, x2
0xffffff80086e390c: str	x8, [sp, #8]
0xffffff80086e3910: ldr	x20, [x0, #0xd0]
0xffffff80086e3914: add	x2, sp, #4
0xffffff80086e3918: mov	x0, x1
0xffffff80086e391c: mov	x1, x19
0xffffff80086e3920: add	x29, sp, #0x20
0xffffff80086e3924: bl	#0xffffff80083c2dfc
0xffffff80086e3928: cbz	w0, #0xffffff80086e3934
0xffffff80086e392c: sxtw	x19, w0
0xffffff80086e3930: b	#0xffffff80086e3978
0xffffff80086e3934: ldrb	w8, [sp, #4]
0xffffff80086e3938: cbz	w8, #0xffffff80086e395c
0xffffff80086e393c: add	x8, x20, #0xc0
0xffffff80086e3940: nop	
0xffffff80086e3944: prfm	pstl1strm, [x8]
0xffffff80086e3948: ldxr	w9, [x8]
0xffffff80086e394c: orr	w9, w9, #0x20
0xffffff80086e3950: stxr	w10, w9, [x8]
0xffffff80086e3954: cbnz	w10, #0xffffff80086e3948
0xffffff80086e3958: b	#0xffffff80086e3978
0xffffff80086e395c: add	x8, x20, #0xc0
0xffffff80086e3960: nop	
0xffffff80086e3964: prfm	pstl1strm, [x8]
0xffffff80086e3968: ldxr	w9, [x8]
0xffffff80086e396c: and	w9, w9, #0xffffffdf
0xffffff80086e3970: stxr	w10, w9, [x8]
0xffffff80086e3974: cbnz	w10, #0xffffff80086e3968
0xffffff80086e3978: adrp	x9, #0xffffff80096d3000
0xffffff80086e397c: ldr	x8, [sp, #8]
0xffffff80086e3980: ldr	x9, [x9, #0xa48]
0xffffff80086e3984: cmp	x9, x8
0xffffff80086e3988: b.ne	#0xffffff80086e39a0
0xffffff80086e398c: mov	x0, x19
0xffffff80086e3990: ldp	x29, x30, [sp, #0x20]
0xffffff80086e3994: ldp	x20, x19, [sp, #0x10]
0xffffff80086e3998: add	sp, sp, #0x30
0xffffff80086e399c: ret	
0xffffff80086e39a0: bl	#0xffffff80080a3ba4
0xffffff80086e39a4: sub	sp, sp, #0x60
0xffffff80086e39a8: adrp	x8, #0xffffff80096d3000
0xffffff80086e39ac: ldr	x8, [x8, #0xa48]
0xffffff80086e39b0: str	x21, [sp, #0x30]
0xffffff80086e39b4: stp	x20, x19, [sp, #0x40]
0xffffff80086e39b8: stp	x29, x30, [sp, #0x50]
0xffffff80086e39bc: str	x8, [sp, #0x28]
0xffffff80086e39c0: ldr	x8, [x0, #0xd0]
0xffffff80086e39c4: adrp	x9, #0xffffff8009079000
0xffffff80086e39c8: adrp	x10, #0xffffff8009028000
0xffffff80086e39cc: mov	x20, x2
0xffffff80086e39d0: ldr	w8, [x8, #0xc0]
0xffffff80086e39d4: add	x9, x9, #0x6b
0xffffff80086e39d8: add	x10, x10, #0x19a
0xffffff80086e39dc: adrp	x2, #0xffffff800902a000
0xffffff80086e39e0: tst	w8, #0x800
0xffffff80086e39e4: mov	x19, x3
0xffffff80086e39e8: mov	x21, x1
0xffffff80086e39ec: csel	x3, x10, x9, eq
0xffffff80086e39f0: add	x2, x2, #0xb33
0xffffff80086e39f4: add	x0, sp, #8
0xffffff80086e39f8: mov	w1, #0x20
0xffffff80086e39fc: add	x29, sp, #0x50
0xffffff80086e3a00: bl	#0xffffff80083b2570
0xffffff80086e3a04: sxtw	x4, w0
0xffffff80086e3a08: add	x3, sp, #8
0xffffff80086e3a0c: mov	x0, x21
0xffffff80086e3a10: mov	x1, x20
0xffffff80086e3a14: mov	x2, x19
0xffffff80086e3a18: bl	#0xffffff80082306d8
0xffffff80086e3a1c: adrp	x9, #0xffffff80096d3000
0xffffff80086e3a20: ldr	x8, [sp, #0x28]
0xffffff80086e3a24: ldr	x9, [x9, #0xa48]
0xffffff80086e3a28: cmp	x9, x8
0xffffff80086e3a2c: b.ne	#0xffffff80086e3a44
0xffffff80086e3a30: ldp	x29, x30, [sp, #0x50]
0xffffff80086e3a34: ldp	x20, x19, [sp, #0x40]
0xffffff80086e3a38: ldr	x21, [sp, #0x30]
0xffffff80086e3a3c: add	sp, sp, #0x60
0xffffff80086e3a40: ret	
0xffffff80086e3a44: bl	#0xffffff80080a3ba4
0xffffff80086e3a48: sub	sp, sp, #0x30
0xffffff80086e3a4c: adrp	x8, #0xffffff80096d3000
0xffffff80086e3a50: ldr	x8, [x8, #0xa48]
0xffffff80086e3a54: stp	x20, x19, [sp, #0x10]
0xffffff80086e3a58: stp	x29, x30, [sp, #0x20]
0xffffff80086e3a5c: mov	x19, x2
0xffffff80086e3a60: str	x8, [sp, #8]
0xffffff80086e3a64: ldr	x20, [x0, #0xd0]
0xffffff80086e3a68: add	x2, sp, #4
0xffffff80086e3a6c: mov	x0, x1
0xffffff80086e3a70: mov	x1, x19
0xffffff80086e3a74: add	x29, sp, #0x20
0xffffff80086e3a78: bl	#0xffffff80083c2dfc
0xffffff80086e3a7c: cbz	w0, #0xffffff80086e3aac
0xffffff80086e3a80: sxtw	x19, w0
0xffffff80086e3a84: adrp	x9, #0xffffff80096d3000
0xffffff80086e3a88: ldr	x8, [sp, #8]
0xffffff80086e3a8c: ldr	x9, [x9, #0xa48]
0xffffff80086e3a90: cmp	x9, x8
0xffffff80086e3a94: b.ne	#0xffffff80086e3b04
0xffffff80086e3a98: mov	x0, x19
0xffffff80086e3a9c: ldp	x29, x30, [sp, #0x20]
0xffffff80086e3aa0: ldp	x20, x19, [sp, #0x10]
0xffffff80086e3aa4: add	sp, sp, #0x30
0xffffff80086e3aa8: ret	
0xffffff80086e3aac: ldrb	w8, [sp, #4]
0xffffff80086e3ab0: cbz	w8, #0xffffff80086e3adc
0xffffff80086e3ab4: ldr	w8, [x20, #0xc0]
0xffffff80086e3ab8: tbnz	w8, #0, #0xffffff80086e3afc
0xffffff80086e3abc: add	x8, x20, #0xc0
0xffffff80086e3ac0: nop	
0xffffff80086e3ac4: prfm	pstl1strm, [x8]
0xffffff80086e3ac8: ldxr	w9, [x8]
0xffffff80086e3acc: orr	w9, w9, #0x800
0xffffff80086e3ad0: stxr	w10, w9, [x8]
0xffffff80086e3ad4: cbnz	w10, #0xffffff80086e3ac8
0xffffff80086e3ad8: b	#0xffffff80086e3a84
0xffffff80086e3adc: add	x8, x20, #0xc0
0xffffff80086e3ae0: nop	
0xffffff80086e3ae4: prfm	pstl1strm, [x8]
0xffffff80086e3ae8: ldxr	w9, [x8]
0xffffff80086e3aec: and	w9, w9, #0xfffff7ff
0xffffff80086e3af0: stxr	w10, w9, [x8]
0xffffff80086e3af4: cbnz	w10, #0xffffff80086e3ae8
0xffffff80086e3af8: b	#0xffffff80086e3a84
0xffffff80086e3afc: mov	x19, #-0x16
0xffffff80086e3b00: b	#0xffffff80086e3a84
0xffffff80086e3b04: bl	#0xffffff80080a3ba4
0xffffff80086e3b08: sub	sp, sp, #0x40
0xffffff80086e3b0c: stp	x29, x30, [sp, #0x30]
0xffffff80086e3b10: ldr	x8, [x0, #0xa0]
0xffffff80086e3b14: str	x19, [sp, #0x20]
0xffffff80086e3b18: mov	x19, x2
0xffffff80086e3b1c: add	x29, sp, #0x30
0xffffff80086e3b20: cbz	x8, #0xffffff80086e3bec
0xffffff80086e3b24: ldr	w9, [x8, #0x62c]
0xffffff80086e3b28: ldr	w10, [x8, #0x628]
0xffffff80086e3b2c: ldr	w12, [x8, #0x630]
0xffffff80086e3b30: ldr	w13, [x8, #0x634]
0xffffff80086e3b34: ldr	w14, [x8, #0x638]
0xffffff80086e3b38: ldr	w15, [x8, #0x63c]
0xffffff80086e3b3c: ldr	w16, [x8, #0x640]
0xffffff80086e3b40: ldr	w17, [x8, #0x644]
0xffffff80086e3b44: ldr	w8, [x8, #0x648]
0xffffff80086e3b48: mov	x11, #0x34db
0xffffff80086e3b4c: movk	x11, #0xd7b6, lsl #16
0xffffff80086e3b50: movk	x11, #0xde82, lsl #32
0xffffff80086e3b54: movk	x11, #0x431b, lsl #48
0xffffff80086e3b58: mul	x9, x9, x10
0xffffff80086e3b5c: mul	x12, x12, x10
0xffffff80086e3b60: mul	x13, x13, x10
0xffffff80086e3b64: mul	x14, x14, x10
0xffffff80086e3b68: mul	x15, x15, x10
0xffffff80086e3b6c: mul	x16, x16, x10
0xffffff80086e3b70: mul	x17, x17, x10
0xffffff80086e3b74: mul	x8, x8, x10
0xffffff80086e3b78: umulh	x9, x9, x11
0xffffff80086e3b7c: umulh	x10, x12, x11
0xffffff80086e3b80: umulh	x12, x13, x11
0xffffff80086e3b84: umulh	x13, x14, x11
0xffffff80086e3b88: umulh	x14, x15, x11
0xffffff80086e3b8c: umulh	x15, x16, x11
0xffffff80086e3b90: umulh	x16, x17, x11
0xffffff80086e3b94: umulh	x8, x8, x11
0xffffff80086e3b98: adrp	x2, #0xffffff8008fcf000
0xffffff80086e3b9c: lsr	x3, x9, #0x12
0xffffff80086e3ba0: lsr	x4, x10, #0x12
0xffffff80086e3ba4: lsr	x5, x12, #0x12
0xffffff80086e3ba8: lsr	x6, x13, #0x12
0xffffff80086e3bac: lsr	x7, x14, #0x12
0xffffff80086e3bb0: lsr	x9, x15, #0x12
0xffffff80086e3bb4: lsr	x10, x16, #0x12
0xffffff80086e3bb8: lsr	x8, x8, #0x12
0xffffff80086e3bbc: add	x2, x2, #0x65
0xffffff80086e3bc0: mov	w1, #0x1000
0xffffff80086e3bc4: mov	x0, x19
0xffffff80086e3bc8: stp	x10, x8, [sp, #8]
0xffffff80086e3bcc: str	x9, [sp]
0xffffff80086e3bd0: bl	#0xffffff80083b2570
0xffffff80086e3bd4: cmp	w0, #1, lsl #12
0xffffff80086e3bd8: b.lo	#0xffffff80086e3bf4
0xffffff80086e3bdc: mov	w8, #0xa
0xffffff80086e3be0: mov	w0, #0xfff
0xffffff80086e3be4: strh	w8, [x19, #0xffe]
0xffffff80086e3be8: b	#0xffffff80086e3bf8
0xffffff80086e3bec: mov	x0, #-0x13
0xffffff80086e3bf0: b	#0xffffff80086e3bf8
0xffffff80086e3bf4: sxtw	x0, w0
0xffffff80086e3bf8: ldp	x29, x30, [sp, #0x30]
0xffffff80086e3bfc: ldr	x19, [sp, #0x20]
0xffffff80086e3c00: add	sp, sp, #0x40
0xffffff80086e3c04: ret	
0xffffff80086e3c08: sub	sp, sp, #0xa0
0xffffff80086e3c0c: adrp	x8, #0xffffff80096d3000
0xffffff80086e3c10: ldr	x8, [x8, #0xa48]
0xffffff80086e3c14: stp	x29, x30, [sp, #0x90]
0xffffff80086e3c18: add	x29, sp, #0x90
0xffffff80086e3c1c: str	x23, [sp, #0x60]
0xffffff80086e3c20: stp	x22, x21, [sp, #0x70]
0xffffff80086e3c24: stp	x20, x19, [sp, #0x80]
0xffffff80086e3c28: stur	x8, [x29, #-0x38]
0xffffff80086e3c2c: ldr	x20, [x0, #0xa0]
0xffffff80086e3c30: mov	x19, x3
0xffffff80086e3c34: mov	x8, x2
0xffffff80086e3c38: cbz	x20, #0xffffff80086e3cb8
0xffffff80086e3c3c: adrp	x1, #0xffffff8008fcf000
0xffffff80086e3c40: add	x9, sp, #0x18
0xffffff80086e3c44: add	x10, sp, #0x20
0xffffff80086e3c48: add	x1, x1, #0x86
0xffffff80086e3c4c: sub	x2, x29, #0x40
0xffffff80086e3c50: add	x3, sp, #0x48
0xffffff80086e3c54: add	x4, sp, #0x40
0xffffff80086e3c58: add	x5, sp, #0x38
0xffffff80086e3c5c: add	x6, sp, #0x30
0xffffff80086e3c60: add	x7, sp, #0x28
0xffffff80086e3c64: mov	x0, x8
0xffffff80086e3c68: stp	x10, x9, [sp]
0xffffff80086e3c6c: bl	#0xffffff80083b34e8
0xffffff80086e3c70: cmp	w0, #8
0xffffff80086e3c74: b.ne	#0xffffff80086e3cc0
0xffffff80086e3c78: mov	w8, #0x1d70
0xffffff80086e3c7c: add	x21, x20, x8
0xffffff80086e3c80: mov	w23, #0x4240
0xffffff80086e3c84: mov	x0, x21
0xffffff80086e3c88: movk	w23, #0xf, lsl #16
0xffffff80086e3c8c: bl	#0xffffff8008cab270
0xffffff80086e3c90: ldur	x4, [x29, #-0x40]
0xffffff80086e3c94: mov	x22, x0
0xffffff80086e3c98: cmp	x4, #1
0xffffff80086e3c9c: b.lt	#0xffffff80086e3cd8
0xffffff80086e3ca0: ldr	w8, [x20, #0x628]
0xffffff80086e3ca4: mul	x9, x4, x23
0xffffff80086e3ca8: cmp	x9, x8
0xffffff80086e3cac: b.hs	#0xffffff80086e3ce8
0xffffff80086e3cb0: mov	w8, #1
0xffffff80086e3cb4: b	#0xffffff80086e3cec
0xffffff80086e3cb8: mov	x19, #-0x13
0xffffff80086e3cbc: b	#0xffffff80086e3f60
0xffffff80086e3cc0: ldr	x0, [x20, #0x20]
0xffffff80086e3cc4: adrp	x1, #0xffffff8008fcf000
0xffffff80086e3cc8: add	x1, x1, #0x275
0xffffff80086e3ccc: bl	#0xffffff80084332ac
0xffffff80086e3cd0: mov	x19, #-0x16
0xffffff80086e3cd4: b	#0xffffff80086e3f60
0xffffff80086e3cd8: ldr	w8, [x20, #0x62c]
0xffffff80086e3cdc: cmp	x4, #0
0xffffff80086e3ce0: csinc	w8, w8, wzr, eq
0xffffff80086e3ce4: b	#0xffffff80086e3cec
0xffffff80086e3ce8: udiv	x8, x9, x8
0xffffff80086e3cec: adrp	x9, #0xffffff8009837000
0xffffff80086e3cf0: str	w8, [x20, #0x62c]
0xffffff80086e3cf4: add	x9, x9, #0xcc0
0xffffff80086e3cf8: ldrb	w9, [x9, #0x22]
0xffffff80086e3cfc: tbnz	w9, #2, #0xffffff80086e3f90
0xffffff80086e3d00: ldr	x4, [sp, #0x48]
0xffffff80086e3d04: cmp	x4, #1
0xffffff80086e3d08: b.lt	#0xffffff80086e3d24
0xffffff80086e3d0c: ldr	w8, [x20, #0x628]
0xffffff80086e3d10: mul	x9, x4, x23
0xffffff80086e3d14: cmp	x9, x8
0xffffff80086e3d18: b.hs	#0xffffff80086e3d34
0xffffff80086e3d1c: mov	w8, #1
0xffffff80086e3d20: b	#0xffffff80086e3d38
0xffffff80086e3d24: ldr	w8, [x20, #0x630]
0xffffff80086e3d28: cmp	x4, #0
0xffffff80086e3d2c: csinc	w8, w8, wzr, eq
0xffffff80086e3d30: b	#0xffffff80086e3d38
0xffffff80086e3d34: udiv	x8, x9, x8
0xffffff80086e3d38: adrp	x9, #0xffffff8009837000
0xffffff80086e3d3c: str	w8, [x20, #0x630]
0xffffff80086e3d40: add	x9, x9, #0xce8
0xffffff80086e3d44: ldrb	w9, [x9, #0x22]
0xffffff80086e3d48: tbnz	w9, #2, #0xffffff80086e3fb0
0xffffff80086e3d4c: ldr	x4, [sp, #0x40]
0xffffff80086e3d50: ldr	x8, [x20, #0x19e8]
0xffffff80086e3d54: cmp	x4, #1
0xffffff80086e3d58: b.lt	#0xffffff80086e3d74
0xffffff80086e3d5c: ldr	w8, [x20, #0x628]
0xffffff80086e3d60: mul	x9, x4, x23
0xffffff80086e3d64: cmp	x9, x8
0xffffff80086e3d68: b.hs	#0xffffff80086e3d94
0xffffff80086e3d6c: mov	w8, #1
0xffffff80086e3d70: b	#0xffffff80086e3d98
0xffffff80086e3d74: ldr	w9, [x20, #0x634]
0xffffff80086e3d78: tst	x8, #0x80000
0xffffff80086e3d7c: mov	w8, #0x12c
0xffffff80086e3d80: mov	w10, #0x32
0xffffff80086e3d84: csel	w8, w10, w8, eq
0xffffff80086e3d88: cmp	x4, #0
0xffffff80086e3d8c: csel	w8, w9, w8, eq
0xffffff80086e3d90: b	#0xffffff80086e3d98
0xffffff80086e3d94: udiv	x8, x9, x8
0xffffff80086e3d98: adrp	x9, #0xffffff8009837000
0xffffff80086e3d9c: str	w8, [x20, #0x634]
0xffffff80086e3da0: add	x9, x9, #0xd10
0xffffff80086e3da4: ldrb	w9, [x9, #0x22]
0xffffff80086e3da8: tbnz	w9, #2, #0xffffff80086e3fd0
0xffffff80086e3dac: ldr	x4, [sp, #0x38]
0xffffff80086e3db0: cmp	x4, #1
0xffffff80086e3db4: b.lt	#0xffffff80086e3dd0
0xffffff80086e3db8: ldr	w8, [x20, #0x628]
0xffffff80086e3dbc: mul	x9, x4, x23
0xffffff80086e3dc0: cmp	x9, x8
0xffffff80086e3dc4: b.hs	#0xffffff80086e3de4
0xffffff80086e3dc8: mov	w8, #1
0xffffff80086e3dcc: b	#0xffffff80086e3de8
0xffffff80086e3dd0: ldr	w8, [x20, #0x638]
0xffffff80086e3dd4: cmp	x4, #0
0xffffff80086e3dd8: mov	w9, #0x32
0xffffff80086e3ddc: csel	w8, w8, w9, eq
0xffffff80086e3de0: b	#0xffffff80086e3de8
0xffffff80086e3de4: udiv	x8, x9, x8
0xffffff80086e3de8: adrp	x9, #0xffffff8009837000
0xffffff80086e3dec: str	w8, [x20, #0x638]
0xffffff80086e3df0: add	x9, x9, #0xd38
0xffffff80086e3df4: ldrb	w9, [x9, #0x22]
0xffffff80086e3df8: tbnz	w9, #2, #0xffffff80086e3ff0
0xffffff80086e3dfc: ldr	x4, [sp, #0x30]
0xffffff80086e3e00: cmp	x4, #1
0xffffff80086e3e04: b.lt	#0xffffff80086e3e20
0xffffff80086e3e08: ldr	w8, [x20, #0x628]
0xffffff80086e3e0c: mul	x9, x4, x23
0xffffff80086e3e10: cmp	x9, x8
0xffffff80086e3e14: b.hs	#0xffffff80086e3e34
0xffffff80086e3e18: mov	w8, #1
0xffffff80086e3e1c: b	#0xffffff80086e3e38
0xffffff80086e3e20: ldr	w8, [x20, #0x63c]
0xffffff80086e3e24: cmp	x4, #0
0xffffff80086e3e28: mov	w9, #0x3a98
0xffffff80086e3e2c: csel	w8, w8, w9, eq
0xffffff80086e3e30: b	#0xffffff80086e3e38
0xffffff80086e3e34: udiv	x8, x9, x8
0xffffff80086e3e38: adrp	x9, #0xffffff8009837000
0xffffff80086e3e3c: str	w8, [x20, #0x63c]
0xffffff80086e3e40: add	x9, x9, #0xd60
0xffffff80086e3e44: ldrb	w9, [x9, #0x22]
0xffffff80086e3e48: tbnz	w9, #2, #0xffffff80086e4010
0xffffff80086e3e4c: ldr	x4, [sp, #0x28]
0xffffff80086e3e50: ldr	x8, [x20, #0x19e8]
0xffffff80086e3e54: cmp	x4, #1
0xffffff80086e3e58: b.lt	#0xffffff80086e3e74
0xffffff80086e3e5c: ldr	w8, [x20, #0x628]
0xffffff80086e3e60: mul	x9, x4, x23
0xffffff80086e3e64: cmp	x9, x8
0xffffff80086e3e68: b.hs	#0xffffff80086e3e94
0xffffff80086e3e6c: mov	w8, #1
0xffffff80086e3e70: b	#0xffffff80086e3e98
0xffffff80086e3e74: ldr	w9, [x20, #0x640]
0xffffff80086e3e78: tst	x8, #0x80000
0xffffff80086e3e7c: mov	w8, #0x1c2
0xffffff80086e3e80: mov	w10, #0x37
0xffffff80086e3e84: csel	w8, w10, w8, eq
0xffffff80086e3e88: cmp	x4, #0
0xffffff80086e3e8c: csel	w8, w9, w8, eq
0xffffff80086e3e90: b	#0xffffff80086e3e98
0xffffff80086e3e94: udiv	x8, x9, x8
0xffffff80086e3e98: adrp	x9, #0xffffff8009837000
0xffffff80086e3e9c: str	w8, [x20, #0x640]
0xffffff80086e3ea0: add	x9, x9, #0xd88
0xffffff80086e3ea4: ldrb	w9, [x9, #0x22]
0xffffff80086e3ea8: tbnz	w9, #2, #0xffffff80086e4030
0xffffff80086e3eac: ldr	x4, [sp, #0x20]
0xffffff80086e3eb0: cmp	x4, #1
0xffffff80086e3eb4: b.lt	#0xffffff80086e3ed0
0xffffff80086e3eb8: ldr	w8, [x20, #0x628]
0xffffff80086e3ebc: mul	x9, x4, x23
0xffffff80086e3ec0: cmp	x9, x8
0xffffff80086e3ec4: b.hs	#0xffffff80086e3ee4
0xffffff80086e3ec8: mov	w8, #1
0xffffff80086e3ecc: b	#0xffffff80086e3ee8
0xffffff80086e3ed0: ldr	w8, [x20, #0x644]
0xffffff80086e3ed4: cmp	x4, #0
0xffffff80086e3ed8: mov	w9, #0x37
0xffffff80086e3edc: csel	w8, w8, w9, eq
0xffffff80086e3ee0: b	#0xffffff80086e3ee8
0xffffff80086e3ee4: udiv	x8, x9, x8
0xffffff80086e3ee8: adrp	x9, #0xffffff8009837000
0xffffff80086e3eec: str	w8, [x20, #0x644]
0xffffff80086e3ef0: add	x9, x9, #0xdb0
0xffffff80086e3ef4: ldrb	w9, [x9, #0x22]
0xffffff80086e3ef8: tbnz	w9, #2, #0xffffff80086e4050
0xffffff80086e3efc: ldr	x4, [sp, #0x18]
0xffffff80086e3f00: cmp	x4, #1
0xffffff80086e3f04: b.lt	#0xffffff80086e3f20
0xffffff80086e3f08: ldr	w8, [x20, #0x628]
0xffffff80086e3f0c: mul	x9, x4, x23
0xffffff80086e3f10: cmp	x9, x8
0xffffff80086e3f14: b.hs	#0xffffff80086e3f34
0xffffff80086e3f18: mov	w8, #1
0xffffff80086e3f1c: b	#0xffffff80086e3f38
0xffffff80086e3f20: ldr	w8, [x20, #0x648]
0xffffff80086e3f24: cmp	x4, #0
0xffffff80086e3f28: mov	w9, #0x3aac
0xffffff80086e3f2c: csel	w8, w8, w9, eq
0xffffff80086e3f30: b	#0xffffff80086e3f38
0xffffff80086e3f34: udiv	x8, x9, x8
0xffffff80086e3f38: adrp	x9, #0xffffff8009837000
0xffffff80086e3f3c: str	w8, [x20, #0x648]
0xffffff80086e3f40: add	x9, x9, #0xdd8
0xffffff80086e3f44: ldrb	w9, [x9, #0x22]
0xffffff80086e3f48: tbnz	w9, #2, #0xffffff80086e4070
0xffffff80086e3f4c: mov	x0, x20
0xffffff80086e3f50: bl	#0xffffff80086d26f0
0xffffff80086e3f54: mov	x0, x21
0xffffff80086e3f58: mov	x1, x22
0xffffff80086e3f5c: bl	#0xffffff8008cab44c
0xffffff80086e3f60: adrp	x9, #0xffffff80096d3000
0xffffff80086e3f64: ldur	x8, [x29, #-0x38]
0xffffff80086e3f68: ldr	x9, [x9, #0xa48]
0xffffff80086e3f6c: cmp	x9, x8
0xffffff80086e3f70: b.ne	#0xffffff80086e4090
0xffffff80086e3f74: mov	x0, x19
0xffffff80086e3f78: ldp	x29, x30, [sp, #0x90]
0xffffff80086e3f7c: ldp	x20, x19, [sp, #0x80]
0xffffff80086e3f80: ldp	x22, x21, [sp, #0x70]
0xffffff80086e3f84: ldr	x23, [sp, #0x60]
0xffffff80086e3f88: add	sp, sp, #0xa0
0xffffff80086e3f8c: ret	
0xffffff80086e3f90: ldr	x1, [x20, #0x20]
0xffffff80086e3f94: adrp	x0, #0xffffff8009837000
0xffffff80086e3f98: adrp	x2, #0xffffff8008fcf000
0xffffff80086e3f9c: mov	w3, w8
0xffffff80086e3fa0: add	x0, x0, #0xcc0
0xffffff80086e3fa4: add	x2, x2, #0xb6
0xffffff80086e3fa8: bl	#0xffffff80083d5eec
0xffffff80086e3fac: b	#0xffffff80086e3d00
0xffffff80086e3fb0: ldr	x1, [x20, #0x20]
0xffffff80086e3fb4: adrp	x0, #0xffffff8009837000
0xffffff80086e3fb8: adrp	x2, #0xffffff8008fcf000
0xffffff80086e3fbc: mov	w3, w8
0xffffff80086e3fc0: add	x0, x0, #0xce8
0xffffff80086e3fc4: add	x2, x2, #0xea
0xffffff80086e3fc8: bl	#0xffffff80083d5eec
0xffffff80086e3fcc: b	#0xffffff80086e3d4c
0xffffff80086e3fd0: ldr	x1, [x20, #0x20]
0xffffff80086e3fd4: adrp	x0, #0xffffff8009837000
0xffffff80086e3fd8: adrp	x2, #0xffffff8008fcf000
0xffffff80086e3fdc: mov	w3, w8
0xffffff80086e3fe0: add	x0, x0, #0xd10
0xffffff80086e3fe4: add	x2, x2, #0x121
0xffffff80086e3fe8: bl	#0xffffff80083d5eec
0xffffff80086e3fec: b	#0xffffff80086e3dac
0xffffff80086e3ff0: ldr	x1, [x20, #0x20]
0xffffff80086e3ff4: adrp	x0, #0xffffff8009837000
0xffffff80086e3ff8: adrp	x2, #0xffffff8008fcf000
0xffffff80086e3ffc: mov	w3, w8
0xffffff80086e4000: add	x0, x0, #0xd38
0xffffff80086e4004: add	x2, x2, #0x158
0xffffff80086e4008: bl	#0xffffff80083d5eec
0xffffff80086e400c: b	#0xffffff80086e3dfc
0xffffff80086e4010: ldr	x1, [x20, #0x20]
0xffffff80086e4014: adrp	x0, #0xffffff8009837000
0xffffff80086e4018: adrp	x2, #0xffffff8008fcf000
0xffffff80086e401c: mov	w3, w8
0xffffff80086e4020: add	x0, x0, #0xd60
0xffffff80086e4024: add	x2, x2, #0x18f
0xffffff80086e4028: bl	#0xffffff80083d5eec
0xffffff80086e402c: b	#0xffffff80086e3e4c
0xffffff80086e4030: ldr	x1, [x20, #0x20]
0xffffff80086e4034: adrp	x0, #0xffffff8009837000
0xffffff80086e4038: adrp	x2, #0xffffff8008fcf000
0xffffff80086e403c: mov	w3, w8
0xffffff80086e4040: add	x0, x0, #0xd88
0xffffff80086e4044: add	x2, x2, #0x1cb
0xffffff80086e4048: bl	#0xffffff80083d5eec
0xffffff80086e404c: b	#0xffffff80086e3eac
0xffffff80086e4050: ldr	x1, [x20, #0x20]
0xffffff80086e4054: adrp	x0, #0xffffff8009837000
0xffffff80086e4058: adrp	x2, #0xffffff8008fcf000
0xffffff80086e405c: mov	w3, w8
0xffffff80086e4060: add	x0, x0, #0xdb0
0xffffff80086e4064: add	x2, x2, #0x202
0xffffff80086e4068: bl	#0xffffff80083d5eec
0xffffff80086e406c: b	#0xffffff80086e3efc
0xffffff80086e4070: ldr	x1, [x20, #0x20]
0xffffff80086e4074: adrp	x0, #0xffffff8009837000
0xffffff80086e4078: adrp	x2, #0xffffff8008fcf000
0xffffff80086e407c: mov	w3, w8
0xffffff80086e4080: add	x0, x0, #0xdd8
0xffffff80086e4084: add	x2, x2, #0x239
0xffffff80086e4088: bl	#0xffffff80083d5eec
0xffffff80086e408c: b	#0xffffff80086e3f4c
0xffffff80086e4090: bl	#0xffffff80080a3ba4
0xffffff80086e4094: ldr	x8, [x0, #0xa0]
0xffffff80086e4098: cbz	x8, #0xffffff80086e40cc
0xffffff80086e409c: stp	x29, x30, [sp, #-0x10]!
0xffffff80086e40a0: ldr	w3, [x8, #0x650]
0xffffff80086e40a4: adrp	x8, #0xffffff8008f11000
0xffffff80086e40a8: add	x8, x8, #1
0xffffff80086e40ac: mov	w1, #0x1000
0xffffff80086e40b0: mov	x0, x2
0xffffff80086e40b4: mov	x2, x8
0xffffff80086e40b8: mov	x29, sp
0xffffff80086e40bc: bl	#0xffffff80083b2570
0xffffff80086e40c0: sxtw	x0, w0
0xffffff80086e40c4: ldp	x29, x30, [sp], #0x10
0xffffff80086e40c8: ret	
0xffffff80086e40cc: mov	x0, #-0x13
0xffffff80086e40d0: ret	
0xffffff80086e40d4: sub	sp, sp, #0x30
0xffffff80086e40d8: adrp	x8, #0xffffff80096d3000
0xffffff80086e40dc: ldr	x8, [x8, #0xa48]
0xffffff80086e40e0: stp	x20, x19, [sp, #0x10]
0xffffff80086e40e4: stp	x29, x30, [sp, #0x20]
0xffffff80086e40e8: mov	x19, x3
0xffffff80086e40ec: str	x8, [sp, #8]
0xffffff80086e40f0: ldr	x20, [x0, #0xa0]
0xffffff80086e40f4: mov	x8, x2
0xffffff80086e40f8: add	x29, sp, #0x20
